Datum,BundeslandID,Name,BestaetigteFaelleBundeslaender,Todesfaelle,Genesen,Hospitalisierung,Intensivstation,Testungen,TestungenPCR,TestungenAntigen,TestungenPCRTaeglich,HospitalisierungTaeglich,Neuinfektionen,Positivrate
2021-08-24,8,Vorarlberg,32264,308,31327,16.0,4,4324131,276797,4047334,453.0,0.0,77.0,16997.792494481237
2021-08-24,9,Wien,149383,2374,142726,126.0,25,16319694,9806122,6513572,60274.0,10.0,377.0,625.4769884195507
2021-08-24,10,Österreich,680179,10770,656016,417.0,86,74676120,16110122,58565998,74651.0,19.0,1574.0,2108.4781181765816
2021-08-25,1,Burgenland,18933,343,18381,12.0,2,2747484,258583,2488901,1385.0,3.0,43.0,3104.693140794224
2021-08-25,2,Kärnten,41546,822,40318,20.0,4,3540847,338153,3202694,636.0,1.0,35.0,5503.144654088051
2021-08-25,3,Niederösterreich,115238,1833,110800,65.0,15,14499652,2175548,12324104,4641.0,-3.0,207.0,4460.245636716225
2021-08-25,4,Oberösterreich,122542,1760,118495,81.0,16,12138214,824221,11313993,1934.0,0.0,336.0,17373.31954498449
2021-08-25,5,Salzburg,51680,591,50158,24.0,2,5063528,501422,4562106,2872.0,1.0,104.0,3621.1699164345405
2021-08-25,6,Steiermark,82957,2103,79414,48.0,13,10579866,872645,9707221,1889.0,5.0,165.0,8734.780307040763
2021-08-25,7,Tirol,66616,638,65093,29.0,6,5807109,1071586,4735523,1598.0,-3.0,90.0,5632.040050062578
2021-08-25,8,Vorarlberg,32314,308,31374,16.0,6,4338518,277079,4061439,282.0,0.0,50.0,17730.49645390071
2021-08-25,9,Wien,149791,2374,142980,120.0,31,16383636,9861724,6521912,55602.0,-6.0,408.0,733.7865544404877
2021-08-25,10,Österreich,681617,10772,657013,415.0,95,75098854,16180961,58917893,70839.0,-2.0,1438.0,2029.9552506387724
2021-08-26,1,Burgenland,18950,343,18385,10.0,1,2753733,258741,2494992,158.0,-2.0,17.0,10759.493670886075
2021-08-26,2,Kärnten,41600,822,40363,20.0,4,3541283,338589,3202694,436.0,0.0,54.0,12385.321100917432
2021-08-26,3,Niederösterreich,115445,1834,110952,68.0,18,14548224,2179571,12368653,4023.0,3.0,207.0,5145.413870246085
2021-08-26,4,Oberösterreich,122878,1761,118686,86.0,21,12188246,826471,11361775,2250.0,5.0,336.0,14933.333333333334
2021-08-26,5,Salzburg,51771,592,50221,24.0,2,5091560,504698,4586862,3276.0,0.0,91.0,2777.777777777778
2021-08-26,6,Steiermark,83119,2103,79527,49.0,14,10621052,875116,9745936,2471.0,1.0,162.0,6556.050182112505
2021-08-26,7,Tirol,66706,638,65187,24.0,5,5815012,1073533,4741479,1947.0,-5.0,90.0,4622.496147919876
2021-08-26,8,Vorarlberg,32381,309,31409,17.0,6,4351614,277504,4074110,425.0,1.0,67.0,15764.70588235294
2021-08-26,9,Wien,150369,2374,143264,122.0,33,16443577,9913881,6529696,52157.0,2.0,578.0,1108.1925724255614
2021-08-26,10,Österreich,683219,10776,657994,420.0,104,75354301,16248104,59106197,67143.0,5.0,1602.0,2385.952370314106
2021-08-27,1,Burgenland,18980,343,18408,10.0,1,2767135,259888,2507247,1147.0,0.0,30.0,2615.518744551003
2021-08-27,2,Kärnten,41654,822,40396,22.0,4,3550900,340172,3210728,1583.0,2.0,54.0,3411.2444725205305
2021-08-27,3,Niederösterreich,115640,1834,111137,75.0,21,14590193,2182998,12407195,3427.0,7.0,195.0,5690.107966151153
2021-08-27,4,Oberösterreich,123177,1763,118968,86.0,21,12256025,829223,11426802,2752.0,0.0,299.0,10864.82558139535
2021-08-27,5,Salzburg,51875,592,50285,21.0,3,5127916,509476,4618440,4778.0,-3.0,104.0,2176.642946839682
2021-08-27,6,Steiermark,83262,2101,79672,52.0,14,10680986,881220,9799766,6104.0,3.0,143.0,2342.7260812581912
2021-08-27,7,Tirol,66796,638,65200,25.0,5,5826704,1076411,4750293,2878.0,1.0,90.0,3127.171646977067
2021-08-27,8,Vorarlberg,32445,310,31448,17.0,6,4368825,277967,4090858,463.0,0.0,64.0,13822.894168466522
2021-08-27,9,Wien,150712,2374,143539,121.0,34,16512041,9973082,6538959,59201.0,-1.0,343.0,579.3821050320096
2021-08-27,10,Österreich,684541,10777,659053,429.0,109,75680725,16330437,59350288,82333.0,9.0,1322.0,1605.6745169008782
2021-08-28,1,Burgenland,19011,344,18422,10.0,1,2776125,261407,2514718,1519.0,0.0,31.0,2040.8163265306123
2021-08-28,2,Kärnten,41709,822,40446,27.0,6,3551153,340425,3210728,253.0,5.0,55.0,21739.130434782608
2021-08-28,3,Niederösterreich,115878,1834,111341,80.0,23,14676731,2186330,12490401,3332.0,5.0,238.0,7142.857142857143
2021-08-28,4,Oberösterreich,123449,1764,119223,86.0,21,12329559,830363,11499196,1140.0,0.0,272.0,23859.64912280702
2021-08-28,5,Salzburg,51952,592,50347,21.0,3,5161226,512543,4648683,3067.0,0.0,77.0,2510.5966742745354
2021-08-28,6,Steiermark,83412,2102,79784,52.0,14,10736277,884768,9851509,3548.0,0.0,150.0,4227.733934611048
2021-08-28,7,Tirol,66908,638,65283,25.0,5,5836199,1078478,4757721,2067.0,0.0,112.0,5418.480890179004
2021-08-28,8,Vorarlberg,32502,310,31448,17.0,6,4384792,278265,4106527,298.0,0.0,57.0,19127.51677852349
2021-08-28,9,Wien,151135,2375,143804,122.0,33,16560946,10011858,6549088,38776.0,1.0,423.0,1090.880957293171
2021-08-28,10,Österreich,685956,10781,660098,440.0,112,76013008,16384437,59628571,54000.0,11.0,1415.0,2620.3703703703704
2021-08-29,1,Burgenland,19027,344,18434,10.0,1,2782931,262191,2520740,784.0,0.0,16.0,2040.8163265306123
2021-08-29,2,Kärnten,41749,823,40497,24.0,5,3551767,340728,3211039,303.0,-3.0,40.0,13201.320132013201
2021-08-29,3,Niederösterreich,116028,1835,111466,83.0,24,14729499,2189388,12540111,3058.0,3.0,150.0,4905.166775670373
2021-08-29,4,Oberösterreich,123685,1765,119513,89.0,26,12388346,831486,11556860,1123.0,3.0,236.0,21015.13802315227
2021-08-29,5,Salzburg,52024,592,50407,21.0,3,5183761,515043,4668718,2500.0,0.0,72.0,2880.0
2021-08-29,6,Steiermark,83492,2100,79895,52.0,14,10771540,887221,9884319,2453.0,0.0,80.0,3261.312678353037
2021-08-29,7,Tirol,66981,638,65369,25.0,5,5843541,1079800,4763741,1322.0,0.0,73.0,5521.936459909229
2021-08-29,8,Vorarlberg,32536,310,31564,22.0,3,4395094,278633,4116461,368.0,5.0,34.0,9239.130434782608
2021-08-29,9,Wien,151554,2375,144044,127.0,41,16598253,10037173,6561080,25315.0,5.0,419.0,1655.1451708473237
2021-08-29,10,Österreich,687076,10782,661189,453.0,122,76244732,16421663,59823069,37226.0,13.0,1120.0,3008.649868371568
2021-08-30,1,Burgenland,19064,345,18461,11.0,1,2791257,262780,2528477,589.0,1.0,37.0,6281.833616298812
2021-08-30,2,Kärnten,41791,824,40550,27.0,7,3555562,341027,3214535,299.0,3.0,42.0,14046.822742474917
2021-08-30,3,Niederösterreich,116233,1836,111651,92.0,24,14777235,2192341,12584894,2953.0,9.0,205.0,6942.092786996275
2021-08-30,4,Oberösterreich,123966,1765,119771,89.0,26,12437817,836309,11601508,4823.0,0.0,281.0,5826.249222475638
2021-08-30,5,Salzburg,52175,592,50498,28.0,4,5276947,573514,4703433,58471.0,7.0,151.0,258.24767833626925
2021-08-30,6,Steiermark,83608,2103,79979,65.0,16,10816555,888150,9928405,929.0,13.0,116.0,12486.54467168999
2021-08-30,7,Tirol,67055,638,65544,28.0,4,5850693,1081410,4769283,1610.0,3.0,74.0,4596.273291925466
2021-08-30,8,Vorarlberg,32584,311,31615,20.0,4,4407614,278973,4128641,340.0,-2.0,48.0,14117.64705882353
2021-08-30,9,Wien,151829,2358,144261,150.0,44,16662168,10089268,6572900,52095.0,23.0,275.0,527.881754486995
2021-08-30,10,Österreich,688305,10772,662330,510.0,130,76575848,16543772,60032076,122109.0,57.0,1229.0,1006.4778189977807
2021-08-31,1,Burgenland,19102,345,18507,11.0,1,2797907,263853,2534054,1073.0,0.0,38.0,3541.4725069897486
2021-08-31,2,Kärnten,41872,824,40599,28.0,8,3557341,341634,3215707,607.0,1.0,81.0,13344.316309719934
2021-08-31,3,Niederösterreich,116463,1837,111823,102.0,28,14818665,2195629,12623036,3288.0,10.0,230.0,6995.133819951338
2021-08-31,4,Oberösterreich,124325,1765,119970,96.0,26,12490663,838414,11652249,2105.0,7.0,359.0,17054.63182897862
2021-08-31,5,Salzburg,52288,592,50583,36.0,5,5299569,576420,4723149,2906.0,8.0,113.0,3888.5065381968343
2021-08-31,6,Steiermark,83766,2103,80119,69.0,17,10867138,890514,9976624,2364.0,4.0,158.0,6683.587140439932
2021-08-31,7,Tirol,67185,638,65629,32.0,5,5868409,1083315,4785094,1905.0,4.0,130.0,6824.146981627297
2021-08-31,8,Vorarlberg,32670,311,31647,16.0,5,4419510,279489,4140021,516.0,-4.0,86.0,16666.666666666668
2021-08-31,9,Wien,152482,2360,144584,155.0,47,16740110,10157566,6582544,68298.0,5.0,653.0,956.1041318925884
2021-08-31,10,Österreich,690153,10775,663461,545.0,142,76859312,16626834,60232478,83062.0,35.0,1848.0,2224.8440923647395
2021-09-01,1,Burgenland,19128,345,18524,11.0,1,2805262,265042,2540220,1189.0,0.0,26.0,2186.711522287637
2021-09-01,2,Kärnten,41911,825,40647,31.0,7,3686589,342236,3344353,602.0,3.0,39.0,6478.405315614618
2021-09-01,3,Niederösterreich,116753,1838,111964,87.0,28,14872582,2200011,12672571,4382.0,-15.0,290.0,6617.982656321315
2021-09-01,4,Oberösterreich,124541,1765,120129,98.0,25,12549881,840400,11709481,1986.0,2.0,216.0,10876.132930513595
2021-09-01,5,Salzburg,52370,592,50665,34.0,5,5327368,580852,4746516,4432.0,-2.0,82.0,1850.1805054151625
2021-09-01,6,Steiermark,83950,2103,80283,69.0,14,10908389,892773,10015616,2259.0,0.0,184.0,8145.196989818503
2021-09-01,7,Tirol,67280,639,65729,32.0,7,5875375,1085053,4790322,1738.0,0.0,95.0,5466.052934407365
2021-09-01,8,Vorarlberg,32754,311,31734,15.0,5,4433126,280014,4153112,525.0,-1.0,84.0,16000.0
2021-09-01,9,Wien,152976,2360,144907,161.0,50,16813682,10220749,6592933,63183.0,6.0,494.0,781.8558789547822
2021-09-01,10,Österreich,691663,10778,664582,538.0,142,77272254,16707130,60565124,80296.0,-7.0,1510.0,1880.5419946199063
2021-09-02,1,Burgenland,19170,345,18534,12.0,1,2811914,265674,2546240,632.0,1.0,42.0,6645.569620253164
2021-09-02,2,Kärnten,42013,825,40707,33.0,8,3687129,342776,3344353,540.0,2.0,102.0,18888.88888888889
2021-09-02,3,Niederösterreich,116997,1842,112179,82.0,27,14919964,2203185,12716779,3174.0,-5.0,244.0,7687.4606175173285
2021-09-02,4,Oberösterreich,124941,1765,120430,96.0,28,12603638,842613,11761025,2213.0,-2.0,400.0,18075.01129688206
2021-09-02,5,Salzburg,52555,592,50775,31.0,5,5355323,585581,4769742,4729.0,-3.0,185.0,3912.0321421019244
2021-09-02,6,Steiermark,84099,2104,80419,70.0,15,10948991,895159,10053832,2386.0,1.0,149.0,6244.761106454317
2021-09-02,7,Tirol,67415,639,65809,35.0,7,5882619,1087634,4794985,2581.0,3.0,135.0,5230.530802014723
2021-09-02,8,Vorarlberg,32834,311,31813,17.0,4,4446862,280427,4166435,413.0,2.0,80.0,19370.46004842615
2021-09-02,9,Wien,153392,2362,145228,167.0,54,16881522,10277654,6603868,56905.0,6.0,416.0,731.0429663474212
2021-09-02,10,Österreich,693416,10785,665894,543.0,149,77537962,16780703,60757259,73573.0,5.0,1753.0,2382.6675546735896
2021-09-03,1,Burgenland,19202,346,18552,12.0,1,2825467,266100,2559367,426.0,0.0,32.0,7511.737089201878
2021-09-03,2,Kärnten,42097,825,40758,29.0,7,3701932,350963,3350969,8187.0,-4.0,84.0,1026.0168559912056
2021-09-03,3,Niederösterreich,117239,1842,112381,85.0,27,14963543,2207262,12756281,4077.0,3.0,242.0,5935.737061564876
2021-09-03,4,Oberösterreich,125442,1766,120816,96.0,28,12676299,845928,11830371,3315.0,0.0,501.0,15113.1221719457
2021-09-03,5,Salzburg,52679,592,50837,33.0,9,5391336,592451,4798885,6870.0,2.0,124.0,1804.9490538573507
2021-09-03,6,Steiermark,84269,2105,80547,75.0,15,11010278,902580,10107698,7421.0,5.0,170.0,2290.79638862687
2021-09-03,7,Tirol,67551,639,65815,34.0,7,5893205,1091309,4801896,3675.0,-1.0,136.0,3700.6802721088434
2021-09-03,8,Vorarlberg,32886,311,31861,17.0,4,4464368,280922,4183446,495.0,0.0,52.0,10505.050505050505
2021-09-03,9,Wien,153766,2364,145587,173.0,55,16956910,10341325,6615585,63671.0,6.0,374.0,587.3945752383346
2021-09-03,10,Österreich,695131,10790,667154,554.0,153,77883338,16878840,61004498,98137.0,11.0,1715.0,1747.5569866615037
2021-09-04,1,Burgenland,19241,346,18570,12.0,1,2835065,267606,2567459,1506.0,0.0,39.0,2589.641434262948
2021-09-04,2,Kärnten,42156,825,40804,24.0,7,3702223,351254,3350969,291.0,-5.0,59.0,20274.91408934708
2021-09-04,3,Niederösterreich,116675,1842,112590,83.0,29,15032471,2210822,12821649,3560.0,-2.0,240.0,6370.785316598853
2021-09-04,4,Oberösterreich,125739,1766,121141,96.0,28,12755775,847308,11908467,1380.0,0.0,297.0,21521.739130434784
2021-09-04,5,Salzburg,52829,592,50907,33.0,9,5430526,599188,4831338,6737.0,0.0,150.0,2226.5103161644647
2021-09-04,6,Steiermark,84462,2106,80631,75.0,15,11070337,906404,10163933,3824.0,0.0,193.0,5047.071129707113
2021-09-04,7,Tirol,67640,639,65907,34.0,7,5901265,1092981,4808284,1672.0,0.0,89.0,5322.966507177033
2021-09-04,8,Vorarlberg,32957,311,31861,17.0,4,4481532,281300,4200232,378.0,0.0,71.0,18783.068783068782
2021-09-04,9,Wien,154382,2366,145987,174.0,55,17052586,10423231,6629355,81906.0,1.0,616.0,752.08165457964
2021-09-04,10,Österreich,696081,10793,668398,548.0,155,78261780,16980094,61281686,101254.0,-6.0,950.0,938.2345388824145
2021-09-05,1,Burgenland,19278,346,18590,12.0,1,2844120,268589,2575531,983.0,0.0,37.0,3763.9877924720245
2021-09-05,2,Kärnten,42247,828,40872,31.0,8,3703069,351705,3351364,451.0,7.0,91.0,20177.383592017737
2021-09-05,3,Niederösterreich,116913,1842,112811,86.0,29,15097093,2214319,12882774,3497.0,3.0,238.0,6805.833571632828
2021-09-05,4,Oberösterreich,126077,1769,121442,111.0,28,12830369,848627,11981742,1319.0,15.0,338.0,25625.473843821077
2021-09-05,5,Salzburg,52899,592,50981,33.0,9,5388947,532576,4856371,4146.0,0.0,70.0,4553.769627535608
2021-09-05,6,Steiermark,84567,2106,80697,75.0,15,11112595,909278,10203317,2874.0,0.0,105.0,3653.444676409186
2021-09-05,7,Tirol,67740,639,65984,34.0,7,5908465,1094326,4814139,1345.0,0.0,100.0,7434.944237918216
2021-09-05,8,Vorarlberg,32994,311,31939,18.0,7,4496658,281634,4215024,334.0,1.0,37.0,11077.844311377246
2021-09-05,9,Wien,154795,2368,146306,179.0,66,17150535,10501894,6648641,78663.0,5.0,413.0,525.0244714796029
2021-09-05,10,Österreich,697510,10801,669622,579.0,170,78531851,17002948,61528903,22854.0,31.0,1429.0,6252.734751028266
2021-09-06,1,Burgenland,19355,346,18618,13.0,1,2853390,269655,2583735,1066.0,1.0,77.0,7223.264540337711
2021-09-06,2,Kärnten,42205,829,40872,30.0,7,3707505,352327,3355178,622.0,-1.0,78.0,15830.741265973533
2021-09-06,3,Niederösterreich,117117,1845,112969,97.0,31,15150101,2218030,12932071,3711.0,11.0,204.0,5497.170573969281
2021-09-06,4,Oberösterreich,126423,1770,121442,106.0,30,12883992,852084,12031908,3457.0,-5.0,346.0,10008.678044547296
2021-09-06,5,Salzburg,53006,592,51112,34.0,10,5418004,534131,4883873,1555.0,1.0,107.0,6881.028938906752
2021-09-06,6,Steiermark,84700,2106,80938,77.0,16,11182508,917312,10265196,8034.0,2.0,133.0,1655.4642768235
2021-09-06,7,Tirol,67820,639,66127,35.0,6,5915733,1096398,4819335,2072.0,1.0,80.0,3861.003861003861
2021-09-06,8,Vorarlberg,33048,311,32000,20.0,6,4510221,282042,4228179,408.0,2.0,54.0,13235.29411764706
2021-09-06,9,Wien,155274,2374,146523,202.0,64,17248954,10588587,6660367,86693.0,23.0,479.0,552.5244252707831
2021-09-06,10,Österreich,698948,10812,670601,614.0,171,78870408,17110566,61759842,107618.0,35.0,1438.0,1336.2076975970563
2021-09-07,1,Burgenland,19418,346,18653,17.0,1,2858841,271129,2587712,1474.0,4.0,63.0,4274.084124830393
2021-09-07,2,Kärnten,42270,829,40777,32.0,8,3840576,352893,3487683,566.0,2.0,65.0,11484.098939929328
2021-09-07,3,Niederösterreich,117542,1846,113181,91.0,32,15198301,2221480,12976821,3450.0,-6.0,425.0,12318.840579710144
2021-09-07,4,Oberösterreich,126923,1770,122023,127.0,32,12936963,854796,12082167,2712.0,21.0,500.0,18436.578171091445
2021-09-07,5,Salzburg,53233,592,51245,32.0,10,5441668,537134,4904534,3003.0,-2.0,227.0,7559.107559107559
2021-09-07,6,Steiermark,84922,2107,81027,84.0,16,11217622,920809,10296813,3497.0,7.0,222.0,6348.2985416070915
2021-09-07,7,Tirol,67926,639,66262,40.0,7,5925376,1098157,4827219,1759.0,5.0,106.0,6026.15122228539
2021-09-07,8,Vorarlberg,33137,311,32080,21.0,7,4523231,282653,4240578,611.0,1.0,89.0,14566.284779050737
2021-09-07,9,Wien,155845,2375,146897,201.0,67,17367605,10695047,6672558,106460.0,-1.0,571.0,536.351681382679
2021-09-07,10,Österreich,701216,10815,672145,645.0,180,79310183,17234098,62076085,123532.0,31.0,2268.0,1835.9615322345628
2021-09-08,1,Burgenland,19470,346,18688,16.0,1,2867134,272085,2595049,956.0,-1.0,52.0,5439.330543933054
2021-09-08,2,Kärnten,42359,830,40828,31.0,7,3842540,353510,3489030,617.0,-1.0,89.0,14424.635332252836
2021-09-08,3,Niederösterreich,118000,1846,113345,92.0,35,15238118,2225814,13012304,4334.0,1.0,458.0,10567.604983848638
2021-09-08,4,Oberösterreich,127349,1772,122299,119.0,27,13001691,857387,12144304,2591.0,-8.0,426.0,16441.528367425704
2021-09-08,5,Salzburg,53377,593,51355,32.0,9,5467216,539784,4927432,2650.0,0.0,144.0,5433.962264150943
2021-09-08,6,Steiermark,85134,2107,81206,96.0,25,11265180,924005,10341175,3196.0,12.0,212.0,6633.291614518148
2021-09-08,7,Tirol,68041,640,66270,44.0,8,5931750,1099757,4831993,1600.0,4.0,115.0,7187.5
2021-09-08,8,Vorarlberg,33219,312,32165,20.0,8,4538355,283426,4254929,773.0,-1.0,82.0,10608.020698576973
2021-09-08,9,Wien,156623,2376,147299,214.0,68,17506168,10821070,6685098,126023.0,13.0,778.0,617.3476270204645
2021-09-08,10,Österreich,703572,10822,673455,664.0,188,79658152,17376838,62281314,142740.0,19.0,2356.0,1650.5534538321424
2021-09-09,1,Burgenland,19515,347,18714,18.0,1,2873236,272996,2600240,911.0,2.0,45.0,4939.626783754116
2021-09-09,2,Kärnten,42403,830,40857,35.0,5,3843819,354038,3489781,528.0,4.0,44.0,8333.333333333334
2021-09-09,3,Niederösterreich,118447,1850,113541,96.0,32,15285816,2229472,13056344,3658.0,4.0,447.0,12219.792236194642
2021-09-09,4,Oberösterreich,127822,1773,122602,123.0,30,13061523,860541,12200982,3154.0,4.0,473.0,14996.829422954977
2021-09-09,5,Salzburg,53518,593,51458,37.0,10,5493594,542880,4950714,3096.0,5.0,141.0,4554.263565891473
2021-09-09,6,Steiermark,85338,2107,81351,86.0,22,11304991,926539,10378452,2534.0,-10.0,204.0,8050.513022888714
2021-09-09,7,Tirol,68216,641,66429,40.0,8,5939411,1103044,4836367,3287.0,-4.0,175.0,5324.003650745361
2021-09-09,8,Vorarlberg,33285,312,32235,20.0,8,4551504,283881,4267623,455.0,0.0,66.0,14505.494505494506
2021-09-09,9,Wien,157369,2379,147873,213.0,67,17625888,10928876,6697012,107806.0,-1.0,746.0,691.983748585422
2021-09-09,10,Österreich,705913,10832,675060,668.0,183,79979782,17502267,62477515,125429.0,4.0,2341.0,1866.394533959451
2021-09-10,1,Burgenland,19544,347,18733,22.0,1,2880690,273144,2607546,148.0,4.0,29.0,19594.594594594593
2021-09-10,2,Kärnten,42506,830,40923,35.0,5,3851122,355417,3495705,1379.0,0.0,103.0,7469.180565627266
2021-09-10,3,Niederösterreich,118868,1851,113804,96.0,32,15342012,2234041,13107971,4569.0,0.0,421.0,9214.270080980521
2021-09-10,4,Oberösterreich,128301,1773,122942,123.0,30,13138276,863137,12275139,2596.0,0.0,479.0,18451.46379044684
2021-09-10,5,Salzburg,53688,593,51578,41.0,10,5526177,547142,4979035,4262.0,4.0,170.0,3988.737681839512
2021-09-10,6,Steiermark,85567,2109,81518,86.0,21,11358663,932408,10426255,5869.0,0.0,229.0,3901.8572158800475
2021-09-10,7,Tirol,68317,641,66441,42.0,7,5949093,1106795,4842298,3751.0,2.0,101.0,2692.615302585977
2021-09-10,8,Vorarlberg,33381,312,32291,20.0,8,4568700,284391,4284309,510.0,0.0,96.0,18823.529411764706
2021-09-10,9,Wien,158001,2381,148206,225.0,64,17723160,11013701,6709459,84825.0,12.0,632.0,745.0633657530209
2021-09-10,10,Österreich,708173,10837,676436,690.0,178,80337893,17610176,62727717,107909.0,22.0,2260.0,2094.357282525091
2021-09-11,1,Burgenland,19565,347,18757,22.0,1,2889014,273488,2615526,344.0,0.0,21.0,6104.6511627906975
2021-09-11,2,Kärnten,42589,830,40978,33.0,4,3851520,355815,3495705,398.0,-2.0,83.0,20854.27135678392
2021-09-11,3,Niederösterreich,119254,1851,114059,105.0,35,15407640,2237753,13169887,3712.0,9.0,386.0,10398.706896551725
2021-09-11,4,Oberösterreich,128697,1774,123283,123.0,30,13221225,864795,12356430,1658.0,0.0,396.0,23884.19782870929
2021-09-11,5,Salzburg,53815,593,51666,41.0,10,5559709,550640,5009069,3498.0,0.0,127.0,3630.646083476272
2021-09-11,6,Steiermark,85755,2109,81680,86.0,21,11426338,937264,10489074,4856.0,0.0,188.0,3871.499176276771
2021-09-11,7,Tirol,68430,642,66539,42.0,7,5956966,1109155,4847811,2360.0,0.0,113.0,4788.135593220339
2021-09-11,8,Vorarlberg,33452,312,32290,20.0,8,4586603,284893,4301710,502.0,0.0,71.0,14143.426294820718
2021-09-11,9,Wien,158473,2381,148630,228.0,68,17803827,11078260,6725567,64559.0,3.0,472.0,731.1141746309577
2021-09-11,10,Österreich,710030,10839,677882,700.0,184,80702842,17692063,63010779,81887.0,10.0,1857.0,2267.7592291816773
2021-09-12,1,Burgenland,19600,347,18781,23.0,2,2895490,273687,2621803,199.0,1.0,35.0,17587.93969849246
2021-09-12,2,Kärnten,42669,830,41038,36.0,5,3857313,361608,3495705,5793.0,3.0,80.0,1380.977041256689
2021-09-12,3,Niederösterreich,119566,1852,114248,112.0,34,15460967,2241392,13219575,3639.0,7.0,312.0,8573.784006595219
2021-09-12,4,Oberösterreich,128966,1774,123649,147.0,30,13302164,869805,12432359,5010.0,24.0,269.0,5369.261477045909
2021-09-12,5,Salzburg,53926,593,51757,41.0,10,5585979,552781,5033198,2141.0,0.0,111.0,5184.493227463802
2021-09-12,6,Steiermark,85882,2109,81778,86.0,21,11471183,941549,10529634,4285.0,0.0,127.0,2963.8273045507585
2021-09-12,7,Tirol,68511,642,66763,42.0,7,5965190,1111263,4853927,2108.0,0.0,81.0,3842.504743833017
2021-09-12,8,Vorarlberg,33528,312,32420,28.0,10,4601788,285285,4316503,392.0,8.0,76.0,19387.755102040817
2021-09-12,9,Wien,158925,2381,149046,238.0,72,17872699,11131021,6741678,52761.0,10.0,452.0,856.6933909516499
2021-09-12,10,Österreich,711573,10840,679480,753.0,191,81012773,17768391,63244382,76328.0,53.0,1543.0,2021.5386227858714
2021-09-13,1,Burgenland,19639,347,18837,23.0,3,2906451,274021,2632430,334.0,0.0,39.0,11676.646706586826
2021-09-13,2,Kärnten,42740,830,41105,40.0,6,3861808,362226,3499582,618.0,4.0,71.0,11488.673139158576
2021-09-13,3,Niederösterreich,119808,1854,114555,114.0,36,15509008,2245844,13263164,4452.0,2.0,242.0,5435.759209344115
2021-09-13,4,Oberösterreich,129306,1776,124079,159.0,32,13372107,872654,12499453,2849.0,12.0,340.0,11934.011934011934
2021-09-13,5,Salzburg,54027,593,51898,41.0,10,5618942,554660,5064282,1879.0,0.0,101.0,5375.1995742416175
2021-09-13,6,Steiermark,86069,2112,81941,83.0,18,11510049,942403,10567646,854.0,-3.0,187.0,21896.95550351288
2021-09-13,7,Tirol,68668,643,66804,53.0,8,5971965,1114019,4857946,2756.0,11.0,157.0,5696.6618287373
2021-09-13,8,Vorarlberg,33629,312,32499,23.0,9,4616445,286038,4330407,753.0,-5.0,101.0,13413.014608233732
2021-09-13,9,Wien,159383,2382,149296,269.0,78,18017091,11267442,6749649,136421.0,31.0,458.0,335.7254381656783
2021-09-13,10,Österreich,713269,10849,681014,805.0,200,81383866,17919307,63464559,150916.0,52.0,1696.0,1123.8039704206315
2021-09-14,1,Burgenland,19688,348,18876,22.0,4,2915519,277897,2637622,3876.0,-1.0,49.0,1264.1898864809082
2021-09-14,2,Kärnten,42830,830,41193,39.0,7,3864029,363110,3500919,884.0,-1.0,90.0,10180.995475113123
2021-09-14,3,Niederösterreich,120278,1856,114792,117.0,35,15553618,2249898,13303720,4054.0,3.0,470.0,11593.487913172175
2021-09-14,4,Oberösterreich,129825,1776,124437,160.0,34,13423100,875555,12547545,2901.0,1.0,519.0,17890.382626680454
2021-09-14,5,Salzburg,54201,594,52033,45.0,8,5640362,557986,5082376,3326.0,4.0,174.0,5231.509320505112
2021-09-14,6,Steiermark,86316,2113,82108,79.0,18,11574038,950622,10623416,8219.0,-4.0,247.0,3005.2317800219002
2021-09-14,7,Tirol,68778,643,67026,53.0,9,5992795,1116592,4876203,2573.0,0.0,110.0,4275.165176836378
2021-09-14,8,Vorarlberg,33706,314,32569,25.0,8,4627701,286496,4341205,458.0,2.0,77.0,16812.22707423581
2021-09-14,9,Wien,160271,2382,149937,285.0,75,18146551,11390472,6756079,123030.0,16.0,888.0,721.7751767861497
2021-09-14,10,Österreich,715893,10856,682971,825.0,198,81737713,18068628,63669085,149321.0,20.0,2624.0,1757.2879903027706
2021-09-15,1,Burgenland,19744,348,18931,20.0,4,2922746,279109,2643637,1212.0,-2.0,56.0,4620.4620462046205
2021-09-15,2,Kärnten,42943,833,41269,36.0,9,4004331,363825,3640506,715.0,-3.0,113.0,15804.195804195804
2021-09-15,3,Niederösterreich,120670,1858,115035,121.0,38,15598225,2255225,13343000,5327.0,4.0,392.0,7358.738501971091
2021-09-15,4,Oberösterreich,130255,1779,124805,170.0,34,13481486,879218,12602268,3663.0,10.0,430.0,11739.01173901174
2021-09-15,5,Salzburg,54385,595,52123,46.0,8,5663987,561938,5102049,3952.0,1.0,184.0,4655.87044534413
2021-09-15,6,Steiermark,86529,2114,82244,71.0,17,11610283,954459,10655824,3837.0,-8.0,213.0,5551.2118842845975
2021-09-15,7,Tirol,68874,645,67075,52.0,8,5999538,1119307,4880231,2715.0,-1.0,96.0,3535.9116022099447
2021-09-15,8,Vorarlberg,33799,314,32632,25.0,7,4640182,287057,4353125,561.0,0.0,93.0,16577.54010695187
2021-09-15,9,Wien,160892,2384,150434,281.0,77,18295685,11534115,6761570,143643.0,-4.0,621.0,432.3217977903553
