Datum,BundeslandID,Name,BestaetigteFaelleBundeslaender,Todesfaelle,Genesen,Hospitalisierung,Intensivstation,Testungen,TestungenPCR,TestungenAntigen,TestungenPCRTaeglich,HospitalisierungTaeglich,Neuinfektionen,Positivrate
2021-03-13,7,Tirol,50029,585,47762,101.0,25,1794959,624658,1170301,3725.0,4.0,162.0,4348.993288590604
2021-03-13,8,Vorarlberg,24382,278,23710,17.0,4,990424,313553,676871,1244.0,1.0,26.0,2090.032154340836
2021-03-13,9,Wien,100708,1764,92331,478.0,126,3833275,1999834,1833441,5181.0,7.0,579.0,11175.448755066589
2021-03-13,10,Österreich,493568,8873,457266,1661.0,360,18346043,6004667,12341376,26564.0,22.0,2503.0,9422.526727902425
2021-03-14,1,Burgenland,14110,248,12567,72.0,16,778154,167469,610685,570.0,-2.0,97.0,17017.543859649122
2021-03-14,2,Kärnten,31446,717,29289,101.0,16,785396,233795,551601,1947.0,5.0,94.0,4827.94042116076
2021-03-14,3,Niederösterreich,82186,1441,74314,400.0,85,4167187,1267556,2899631,7976.0,20.0,347.0,4350.551654964895
2021-03-14,4,Oberösterreich,91549,1543,86675,208.0,41,2749652,576547,2173105,2265.0,24.0,283.0,12494.48123620309
2021-03-14,5,Salzburg,40064,515,37285,98.0,14,1077012,293760,783252,1466.0,-2.0,165.0,11255.115961800819
2021-03-14,6,Steiermark,60325,1800,54855,246.0,33,2247450,545998,1701452,4279.0,15.0,245.0,5725.636831035288
2021-03-14,7,Tirol,50178,585,47906,105.0,23,1811508,629138,1182370,4480.0,4.0,149.0,3325.8928571428573
2021-03-14,8,Vorarlberg,24414,278,23772,15.0,2,998950,314260,684690,707.0,-2.0,32.0,4526.166902404526
2021-03-14,9,Wien,101192,1765,92625,514.0,134,3869837,2005304,1864533,5470.0,36.0,484.0,8848.263254113346
2021-03-14,10,Österreich,495464,8892,459288,1759.0,364,18485146,6033827,12451319,29160.0,98.0,1896.0,6502.057613168724
2021-03-15,1,Burgenland,14219,250,12666,79.0,18,790271,168495,621776,1026.0,7.0,109.0,10623.781676413255
2021-03-15,2,Kärnten,31547,719,29432,104.0,17,786786,235099,551687,1304.0,3.0,101.0,7745.398773006135
2021-03-15,3,Niederösterreich,82694,1450,74895,428.0,86,4239419,1273437,2965982,5881.0,28.0,508.0,8637.986736949499
2021-03-15,4,Oberösterreich,91937,1543,87017,214.0,43,2819376,578865,2240511,2318.0,6.0,388.0,16738.567730802417
2021-03-15,5,Salzburg,40276,518,37503,98.0,14,1102571,295314,807257,1554.0,0.0,212.0,13642.213642213643
2021-03-15,6,Steiermark,60647,1802,55088,259.0,36,2345419,549514,1795905,3516.0,13.0,322.0,9158.134243458475
2021-03-15,7,Tirol,50388,586,48021,109.0,24,1826809,634117,1192692,4979.0,4.0,210.0,4217.714400482025
2021-03-15,8,Vorarlberg,24441,278,23800,15.0,2,1015789,314912,700877,652.0,0.0,27.0,4141.104294478528
2021-03-15,9,Wien,101836,1780,93315,538.0,143,3914427,2023848,1890579,18544.0,24.0,644.0,3472.821397756687
2021-03-15,10,Österreich,497985,8926,461737,1844.0,383,18840867,6073601,12767266,39774.0,85.0,2521.0,6338.311459747574
2021-03-16,1,Burgenland,14301,252,12745,72.0,18,799358,169159,630199,664.0,-7.0,82.0,12349.397590361446
2021-03-16,2,Kärnten,31679,723,29526,103.0,15,870998,236238,634760,1139.0,-1.0,132.0,11589.113257243196
2021-03-16,3,Niederösterreich,83402,1456,75402,430.0,89,4307909,1280082,3027827,6645.0,2.0,708.0,10654.627539503386
2021-03-16,4,Oberösterreich,92430,1546,87370,206.0,46,2851427,580588,2270839,1723.0,-8.0,493.0,28612.88450377249
2021-03-16,5,Salzburg,40563,520,37648,87.0,18,1122193,297447,824746,2133.0,-11.0,287.0,13455.227379278012
2021-03-16,6,Steiermark,60828,1804,55282,270.0,45,2396525,551159,1845366,1645.0,11.0,181.0,11003.039513677812
2021-03-16,7,Tirol,50629,587,48144,106.0,22,1937323,640101,1297222,5984.0,-3.0,241.0,4027.4064171122996
2021-03-16,8,Vorarlberg,24476,278,23832,13.0,3,1033799,316342,717457,1430.0,-2.0,35.0,2447.5524475524476
2021-03-16,9,Wien,102916,1790,93765,564.0,144,3957995,2045013,1912982,21165.0,26.0,1080.0,5102.7639971651315
2021-03-16,10,Österreich,501224,8956,463714,1851.0,400,19277527,6116129,13161398,42528.0,7.0,3239.0,7616.158765989466
2021-03-17,1,Burgenland,14420,254,12879,71.0,19,809593,170019,639574,860.0,-1.0,119.0,13837.209302325582
2021-03-17,2,Kärnten,31871,726,29591,100.0,16,871799,237039,634760,801.0,-3.0,192.0,23970.037453183522
2021-03-17,3,Niederösterreich,84057,1462,75805,416.0,85,4377441,1289028,3088413,8946.0,-14.0,655.0,7321.708025933378
2021-03-17,4,Oberösterreich,92909,1550,87623,210.0,46,2927953,583231,2344722,2643.0,4.0,479.0,18123.344684071133
2021-03-17,5,Salzburg,40818,522,37790,85.0,14,1142497,299314,843183,1867.0,-2.0,255.0,13658.275307980717
2021-03-17,6,Steiermark,61208,1807,55559,263.0,40,2426106,553683,1872423,2524.0,-7.0,380.0,15055.467511885896
2021-03-17,7,Tirol,50838,588,48292,108.0,26,1953024,644858,1308166,4757.0,2.0,209.0,4393.525331091024
2021-03-17,8,Vorarlberg,24525,279,23866,15.0,3,1064740,331334,733406,14992.0,2.0,49.0,326.84098185699037
2021-03-17,9,Wien,103935,1794,94579,546.0,137,4002957,2064415,1938542,19402.0,-18.0,1019.0,5252.035872590454
2021-03-17,10,Österreich,504581,8982,465984,1814.0,386,19576110,6172921,13403189,56792.0,-37.0,3357.0,5911.043808987181
2021-03-18,1,Burgenland,14526,257,12935,70.0,18,823041,170684,652357,665.0,-1.0,106.0,15939.84962406015
2021-03-18,2,Kärnten,32034,728,29781,91.0,18,872716,237799,634917,760.0,-9.0,163.0,21447.36842105263
2021-03-18,3,Niederösterreich,84808,1472,76337,419.0,82,4452446,1303447,3148999,14419.0,3.0,751.0,5208.405575976142
2021-03-18,4,Oberösterreich,93465,1556,87967,208.0,50,2958465,586089,2372376,2858.0,-2.0,556.0,19454.163750874737
2021-03-18,5,Salzburg,41094,523,38021,90.0,16,1161332,300917,860415,1603.0,5.0,276.0,17217.716781035557
2021-03-18,6,Steiermark,61707,1814,55813,277.0,42,2459841,558554,1901287,4871.0,14.0,499.0,10244.30301786081
2021-03-18,7,Tirol,51074,588,48418,113.0,24,1969077,649901,1319176,5043.0,5.0,236.0,4679.754114614317
2021-03-18,8,Vorarlberg,24576,279,23900,17.0,4,1098690,346817,751873,15483.0,2.0,51.0,329.3935283859717
2021-03-18,9,Wien,104812,1807,95103,549.0,143,4049950,2084547,1965403,20132.0,3.0,877.0,4356.248758195907
2021-03-18,10,Österreich,508096,9024,468275,1834.0,397,19845558,6238755,13606803,65834.0,20.0,3515.0,5339.186438618343
2021-03-19,1,Burgenland,14634,259,13056,68.0,16,835606,171866,663740,1182.0,-2.0,108.0,9137.055837563452
2021-03-19,2,Kärnten,32250,730,29953,90.0,17,873766,238734,635032,935.0,-1.0,216.0,23101.604278074865
2021-03-19,3,Niederösterreich,85564,1478,77004,415.0,80,4526483,1314724,3211759,11277.0,-4.0,756.0,6703.91061452514
2021-03-19,4,Oberösterreich,93853,1560,88383,216.0,52,2991505,588202,2403303,2113.0,8.0,388.0,18362.51774727875
2021-03-19,5,Salzburg,41344,523,38169,96.0,20,1184231,302701,881530,1784.0,6.0,250.0,14013.452914798207
2021-03-19,6,Steiermark,62164,1820,56102,298.0,45,2493346,560759,1932587,2205.0,21.0,457.0,20725.62358276644
2021-03-19,7,Tirol,51355,589,48473,115.0,23,1986242,654513,1331729,4612.0,2.0,281.0,6092.8013876843015
2021-03-19,8,Vorarlberg,24608,279,23842,18.0,3,1141970,363835,778135,17018.0,1.0,32.0,188.0361969679163
2021-03-19,9,Wien,105668,1814,95702,528.0,138,4090443,2094724,1995719,10177.0,-21.0,856.0,8411.123120762504
2021-03-19,10,Österreich,511440,9052,470684,1844.0,394,20123592,6290058,13833534,51303.0,10.0,3344.0,6518.137340896244
2021-03-20,1,Burgenland,14738,260,13171,64.0,15,842503,173335,669168,1469.0,-4.0,104.0,7079.646017699115
2021-03-20,2,Kärnten,32356,733,30120,89.0,19,874442,239351,635091,617.0,-1.0,106.0,17179.902755267423
2021-03-20,3,Niederösterreich,86219,1484,77651,407.0,80,4579366,1326016,3253350,11292.0,-8.0,655.0,5800.566772936592
2021-03-20,4,Oberösterreich,94339,1566,88788,230.0,54,3014683,590380,2424303,2178.0,14.0,486.0,22314.04958677686
2021-03-20,5,Salzburg,41543,524,38262,99.0,20,1194163,303841,890322,1140.0,3.0,199.0,17456.140350877195
2021-03-20,6,Steiermark,62445,1824,56400,291.0,45,2519857,562317,1957540,1558.0,-7.0,281.0,18035.94351732991
2021-03-20,7,Tirol,51549,589,48721,109.0,23,1990374,658645,1331729,4132.0,-6.0,194.0,4695.0629235237175
2021-03-20,8,Vorarlberg,24641,279,23959,18.0,2,1182027,388614,793413,24779.0,0.0,33.0,133.1772872190161
2021-03-20,9,Wien,106323,1815,96285,578.0,152,4119141,2099208,2019933,4484.0,50.0,655.0,7519.739474769611
2021-03-20,10,Österreich,514153,9074,473357,1885.0,410,20316556,6341707,13974849,51649.0,41.0,2713.0,5252.763848283606
2021-03-21,1,Burgenland,14811,261,13241,65.0,16,849033,173957,675076,622.0,1.0,73.0,11736.334405144695
2021-03-21,2,Kärnten,32443,733,30262,94.0,20,876391,241262,635129,1911.0,5.0,87.0,4552.590266875981
2021-03-21,3,Niederösterreich,86907,1491,78013,415.0,84,4617906,1334355,3283551,8339.0,8.0,688.0,8250.389734980214
2021-03-21,4,Oberösterreich,94593,1568,89192,250.0,57,3040358,591821,2448537,1441.0,20.0,254.0,17626.648160999306
2021-03-21,5,Salzburg,41700,524,38339,106.0,21,1195805,305136,890669,1295.0,7.0,157.0,12123.552123552123
2021-03-21,6,Steiermark,62710,1824,56691,306.0,48,2521739,564199,1957540,1882.0,15.0,265.0,14080.7651434644
2021-03-21,7,Tirol,51746,591,48860,111.0,24,2019901,664006,1355895,5361.0,2.0,197.0,3674.6875582913635
2021-03-21,8,Vorarlberg,24685,279,23970,19.0,2,1205686,404002,801684,15388.0,1.0,44.0,285.9370938393553
2021-03-21,9,Wien,106970,1818,96659,617.0,165,4149666,2103661,2046005,4453.0,39.0,647.0,6628.355828776718
2021-03-21,10,Österreich,516565,9089,475227,1983.0,437,20476485,6382399,14094086,40692.0,98.0,2412.0,5927.455028015334
2021-03-22,1,Burgenland,14914,262,13340,67.0,16,861558,174679,686879,722.0,2.0,103.0,14265.927977839336
2021-03-22,2,Kärnten,32633,733,30463,89.0,16,929695,242218,687477,956.0,-5.0,190.0,19874.4769874477
2021-03-22,3,Niederösterreich,87574,1495,78780,428.0,85,4694800,1339132,3355668,4777.0,13.0,667.0,13962.738120159096
2021-03-22,4,Oberösterreich,95087,1572,89593,248.0,57,3088116,594780,2493336,2959.0,-2.0,494.0,16694.82933423454
2021-03-22,5,Salzburg,41944,525,38516,118.0,19,1232030,306604,925426,1468.0,12.0,244.0,16621.25340599455
2021-03-22,6,Steiermark,63044,1830,57002,327.0,51,2572266,568895,2003371,4696.0,21.0,334.0,7112.436115843271
2021-03-22,7,Tirol,51959,591,49046,117.0,23,2036946,670212,1366734,6206.0,6.0,213.0,3432.162423461167
2021-03-22,8,Vorarlberg,24764,280,23995,19.0,2,1234614,412368,822246,8366.0,0.0,79.0,944.2983504661726
2021-03-22,9,Wien,108061,1833,97205,636.0,168,4196267,2122678,2073589,19017.0,19.0,1091.0,5736.972182783825
2021-03-22,10,Österreich,519980,9121,477940,2049.0,437,20846292,6431566,14414726,49167.0,66.0,3415.0,6945.715622266967
2021-03-23,1,Burgenland,15081,264,13474,71.0,16,872896,176121,696775,1442.0,4.0,167.0,11581.13730929265
2021-03-23,2,Kärnten,32781,735,30577,90.0,15,931134,243164,687970,946.0,1.0,148.0,15644.820295983087
2021-03-23,3,Niederösterreich,88257,1501,79292,443.0,91,4767494,1345120,3422374,5988.0,15.0,683.0,11406.145624582497
2021-03-23,4,Oberösterreich,95613,1575,90007,263.0,54,3129752,598002,2531750,3222.0,15.0,526.0,16325.26381129733
2021-03-23,5,Salzburg,42228,526,38678,115.0,18,1252911,308780,944131,2176.0,-3.0,284.0,13051.470588235294
2021-03-23,6,Steiermark,63438,1839,57349,325.0,50,2625970,571728,2054242,2833.0,-2.0,394.0,13907.518531591952
2021-03-23,7,Tirol,52221,591,49243,120.0,25,2053643,676228,1377415,6016.0,3.0,262.0,4355.053191489362
2021-03-23,8,Vorarlberg,24792,280,24022,20.0,2,1273158,431299,841859,18931.0,1.0,28.0,147.9055517405314
2021-03-23,9,Wien,108858,1840,97955,639.0,176,4240176,2142874,2097302,20196.0,3.0,797.0,3946.3260051495345
2021-03-23,10,Österreich,523269,9151,480597,2086.0,447,21147134,6493316,14653818,61750.0,37.0,3289.0,5326.315789473684
2021-03-24,1,Burgenland,15183,267,13569,76.0,18,884164,177254,706910,1133.0,5.0,102.0,9002.647837599294
2021-03-24,2,Kärnten,32901,736,30672,92.0,16,932192,244147,688045,983.0,2.0,120.0,12207.527975584944
2021-03-24,3,Niederösterreich,88929,1505,79756,449.0,94,4855242,1358212,3497030,13092.0,6.0,672.0,5132.905591200733
2021-03-24,4,Oberösterreich,96058,1577,90314,267.0,56,3184428,600979,2583449,2977.0,4.0,445.0,14947.93416190796
2021-03-24,5,Salzburg,42430,529,38907,119.0,21,1274885,311110,963775,2330.0,4.0,202.0,8669.527896995709
2021-03-24,6,Steiermark,63667,1843,57688,317.0,48,2657562,575061,2082501,3333.0,-8.0,229.0,6870.68706870687
2021-03-24,7,Tirol,52468,592,49427,117.0,25,2178261,681990,1496271,5762.0,-3.0,247.0,4286.706004859424
2021-03-24,8,Vorarlberg,24891,280,24059,20.0,1,1313899,448492,865407,17193.0,0.0,99.0,575.8157389635317
2021-03-24,9,Wien,109866,1849,99068,611.0,167,4284829,2171309,2113520,28435.0,-28.0,1008.0,3544.927026551785
2021-03-24,10,Österreich,526393,9178,483460,2068.0,446,21565462,6568554,14996908,75238.0,-18.0,3124.0,4152.15715462931
2021-03-25,1,Burgenland,15304,269,13680,87.0,19,899869,178434,721435,1180.0,11.0,121.0,10254.237288135593
2021-03-25,2,Kärnten,33081,737,30808,87.0,14,933153,245108,688045,961.0,-5.0,180.0,18730.489073881374
2021-03-25,3,Niederösterreich,89763,1508,80197,456.0,99,4935497,1369259,3566238,11047.0,7.0,834.0,7549.560966778311
2021-03-25,4,Oberösterreich,96746,1580,90759,284.0,64,3218056,604271,2613785,3292.0,17.0,688.0,20899.14945321993
2021-03-25,5,Salzburg,42621,531,39145,117.0,22,1295737,312885,982852,1775.0,-2.0,191.0,10760.56338028169
2021-03-25,6,Steiermark,64153,1846,58004,315.0,54,2663502,578496,2085006,3435.0,-2.0,486.0,14148.471615720524
2021-03-25,7,Tirol,52778,592,49626,134.0,25,2194887,687087,1507800,5097.0,17.0,310.0,6082.009024916618
2021-03-25,8,Vorarlberg,24954,280,24083,23.0,1,1337430,472023,865407,23531.0,3.0,63.0,267.7319280948536
2021-03-25,9,Wien,110888,1857,99786,648.0,165,4572963,2109209,2463754,28379.0,37.0,1022.0,3839.688030452745
2021-03-25,10,Österreich,530288,9200,486088,2151.0,463,22051094,6556772,15494322,66827.33333333333,83.0,3895.0,4553.890475468187
2021-03-26,1,Burgenland,15446,270,13814,94.0,20,917549,179517,738032,1083.0,7.0,142.0,13111.726685133888
2021-03-26,2,Kärnten,33265,739,30933,79.0,17,934164,246030,688134,922.0,-8.0,184.0,19956.616052060737
2021-03-26,3,Niederösterreich,90294,1514,80961,448.0,105,5025191,1381885,3643306,12626.0,-8.0,531.0,4205.607476635514
2021-03-26,4,Oberösterreich,97285,1582,91243,280.0,67,3252545,606881,2645664,2610.0,-4.0,539.0,20651.340996168583
2021-03-26,5,Salzburg,42817,533,39335,120.0,24,1320211,314792,1005419,1907.0,3.0,196.0,10277.92343995805
2021-03-26,6,Steiermark,64450,1849,58346,314.0,58,2698663,580529,2118134,2033.0,-1.0,297.0,14608.952287260207
2021-03-26,7,Tirol,53118,592,49864,137.0,25,2211937,691486,1520451,4399.0,3.0,340.0,7729.029324846556
2021-03-26,8,Vorarlberg,25052,280,24103,24.0,1,1196919,195074,1001845,12076.0,1.0,98.0,4562.2073489105505
2021-03-26,9,Wien,112059,1872,100365,660.0,187,4637257,2137532,2499725,28323.0,12.0,1171.0,4134.449034353705
2021-03-26,10,Österreich,533786,9231,488964,2156.0,504,22194436,6333726,15860710,58416.66666666667,5.0,3498.0,4955.623796307065
2021-03-27,1,Burgenland,15556,274,13915,96.0,25,927611,180786,746825,1269.0,2.0,110.0,8668.242710795903
2021-03-27,2,Kärnten,33416,740,31130,84.0,17,934873,246684,688189,654.0,5.0,151.0,23088.68501529052
2021-03-27,3,Niederösterreich,90820,1520,81680,435.0,110,5086477,1388767,3697710,6882.0,-13.0,526.0,7643.126997965707
2021-03-27,4,Oberösterreich,97705,1585,91705,287.0,69,3276807,609524,2667283,2643.0,7.0,420.0,15891.032917139613
2021-03-27,5,Salzburg,42904,534,39525,117.0,23,1331590,315978,1015612,1186.0,-3.0,87.0,7335.58178752108
2021-03-27,6,Steiermark,64736,1850,58661,312.0,54,2755439,582924,2172515,2395.0,-2.0,286.0,11941.544885177453
2021-03-27,7,Tirol,53355,592,50023,145.0,29,2229212,696416,1532796,4930.0,8.0,237.0,4807.302231237322
2021-03-27,8,Vorarlberg,25107,280,24131,25.0,1,1218096,195695,1022401,621.0,1.0,55.0,8856.682769726249
2021-03-27,9,Wien,112866,1881,100849,650.0,191,4695367,2166958,2528409,29426.0,-10.0,807.0,2742.4726432406715
2021-03-27,10,Österreich,536465,9256,491619,2151.0,519,22455472,6383732,16071740,50006.0,-5.0,2679.0,5357.3571171459425
2021-03-28,1,Burgenland,15671,275,13986,99.0,24,934721,181467,753254,681.0,3.0,115.0,16886.930983847284
2021-03-28,2,Kärnten,33513,743,31287,84.0,17,936879,248648,688231,1964.0,0.0,97.0,4938.900203665988
2021-03-28,3,Niederösterreich,91428,1523,82335,453.0,113,5124040,1396330,3727710,7563.0,18.0,608.0,8039.1379082374715
2021-03-28,4,Oberösterreich,98065,1587,92218,301.0,69,3301345,611519,2689826,1995.0,14.0,360.0,18045.112781954886
2021-03-28,5,Salzburg,43143,534,39708,118.0,23,1333746,317540,1016206,1562.0,1.0,239.0,15300.89628681178
2021-03-28,6,Steiermark,65218,1852,58955,310.0,55,2758920,586405,2172515,3481.0,-2.0,482.0,13846.59580580293
2021-03-28,7,Tirol,53552,593,50230,146.0,28,2247085,700979,1546106,4563.0,1.0,197.0,4317.335086565856
2021-03-28,8,Vorarlberg,25171,280,24165,27.0,1,1231825,196321,1035504,626.0,2.0,64.0,10223.642172523962
2021-03-28,9,Wien,113780,1888,101493,689.0,204,4741699,2182556,2559143,15598.0,39.0,914.0,5859.725605846904
2021-03-28,10,Österreich,539541,9275,494377,2227.0,534,22610260,6421765,16188495,38033.0,76.0,3076.0,8087.7133016065
2021-03-29,1,Burgenland,15766,276,14086,91.0,21,949104,182242,766862,775.0,-8.0,95.0,12258.064516129032
2021-03-29,2,Kärnten,33665,744,31441,84.0,16,972454,249536,722918,888.0,0.0,152.0,17117.117117117115
2021-03-29,3,Niederösterreich,92245,1530,82976,474.0,116,5245241,1406001,3839240,9671.0,21.0,817.0,8447.937131630648
2021-03-29,4,Oberösterreich,98463,1593,92654,319.0,72,3330249,614299,2715950,2780.0,18.0,398.0,14316.546762589927
2021-03-29,5,Salzburg,43305,536,39989,121.0,24,1368198,318944,1049254,1404.0,3.0,162.0,11538.461538461539
2021-03-29,6,Steiermark,65474,1856,59371,323.0,59,2805617,589669,2215948,3264.0,13.0,256.0,7843.137254901961
2021-03-29,7,Tirol,53837,594,50501,157.0,28,2357712,706629,1651083,5650.0,11.0,285.0,5044.2477876106195
2021-03-29,8,Vorarlberg,25235,280,24225,24.0,2,1260864,196870,1063994,549.0,-3.0,64.0,11657.559198542805
2021-03-29,9,Wien,114552,1899,102573,728.0,206,4803867,2210079,2593788,27523.0,39.0,772.0,2804.92678850416
2021-03-29,10,Österreich,542542,9308,497816,2321.0,544,23093306,6474269,16619037,52504.0,94.0,3001.0,5715.754990095993
2021-03-30,1,Burgenland,15939,279,14226,83.0,19,961060,183395,777665,1153.0,-8.0,173.0,15004.336513443192
2021-03-30,2,Kärnten,33867,746,31599,79.0,13,990186,250521,739665,985.0,-5.0,202.0,20507.61421319797
2021-03-30,3,Niederösterreich,93074,1531,83348,481.0,121,5335669,1414134,3921535,8133.0,7.0,829.0,10193.040698389279
2021-03-30,4,Oberösterreich,99014,1600,93151,322.0,71,3367362,616943,2750419,2644.0,3.0,551.0,20839.63691376702
2021-03-30,5,Salzburg,43498,538,40282,122.0,23,1388828,320800,1068028,1856.0,1.0,193.0,10398.706896551725
2021-03-30,6,Steiermark,65889,1860,59791,316.0,56,2862543,591326,2271217,1657.0,-7.0,415.0,25045.262522631263
2021-03-30,7,Tirol,54122,594,50820,156.0,26,2376380,712407,1663973,5778.0,-1.0,285.0,4932.502596053998
2021-03-30,8,Vorarlberg,25306,281,24307,23.0,3,1287471,197522,1089949,652.0,-1.0,71.0,10889.57055214724
2021-03-30,9,Wien,115520,1910,103592,741.0,208,4882022,2256011,2626011,45932.0,13.0,968.0,2107.463206479143
2021-03-30,10,Österreich,546229,9339,501116,2323.0,540,23451521,6543059,16908462,68790.0,2.0,3687.0,5359.790667248147
2021-03-31,1,Burgenland,16041,281,14333,82.0,17,974111,184672,789439,1277.0,-1.0,102.0,7987.4706342991385
2021-03-31,2,Kärnten,34066,747,31720,83.0,10,1020563,251514,769049,993.0,4.0,199.0,20040.281973816716
2021-03-31,3,Niederösterreich,93783,1540,83586,471.0,118,5413536,1424498,3989038,10364.0,-10.0,709.0,6840.988035507526
2021-03-31,4,Oberösterreich,99515,1603,93451,326.0,70,3419985,619390,2800595,2447.0,4.0,501.0,20474.049856967715
2021-03-31,5,Salzburg,43686,538,40562,117.0,19,1410452,322479,1087973,1679.0,-5.0,188.0,11197.141155449672
2021-03-31,6,Steiermark,66170,1863,60180,324.0,54,2894660,593978,2300682,2652.0,8.0,281.0,10595.77677224736
2021-03-31,7,Tirol,54375,597,51050,149.0,25,2395114,718645,1676469,6238.0,-7.0,253.0,4055.787111253607
2021-03-31,8,Vorarlberg,25398,281,24378,22.0,3,1316236,198330,1117906,808.0,-1.0,92.0,11386.138613861385
2021-03-31,9,Wien,116558,1918,104469,723.0,215,4960583,2302634,2657949,46623.0,-18.0,1038.0,2226.368959526414
2021-03-31,10,Österreich,549592,9368,503729,2297.0,531,23805240,6616140,17189100,73081.0,-26.0,3363.0,4601.743271164872
2021-04-01,1,Burgenland,16155,283,14460,77.0,18,982101,185541,796560,869.0,-5.0,114.0,13118.527042577676
2021-04-01,2,Kärnten,34240,749,31879,85.0,14,1021313,252215,769098,701.0,2.0,174.0,24821.683309557775
2021-04-01,3,Niederösterreich,94542,1550,83999,465.0,118,5481795,1436676,4045119,12178.0,-6.0,759.0,6232.550500903269
2021-04-01,4,Oberösterreich,99988,1603,93937,323.0,68,3453475,621864,2831611,2474.0,-3.0,473.0,19118.83589329022
2021-04-01,5,Salzburg,43889,540,40767,116.0,19,1432749,324151,1108598,1672.0,-1.0,203.0,12141.148325358852
2021-04-01,6,Steiermark,66595,1866,60572,326.0,54,2934598,598097,2336501,4119.0,2.0,425.0,10318.038358824957
2021-04-01,7,Tirol,54622,597,51306,153.0,27,2413237,724157,1689080,5512.0,4.0,247.0,4481.132075471698
2021-04-01,8,Vorarlberg,25470,281,24430,24.0,1,1341643,199063,1142580,733.0,2.0,72.0,9822.646657571624
2021-04-01,9,Wien,117228,1928,105325,725.0,216,5025512,2344036,2681476,41402.0,2.0,670.0,1618.2793101782522
2021-04-01,10,Österreich,552729,9397,506675,2294.0,535,24086423,6685800,17400623,69660.0,-3.0,3137.0,4503.301751363767
2021-04-02,1,Burgenland,16260,287,14571,81.0,20,1002217,186445,815772,904.0,4.0,105.0,11615.044247787611
2021-04-02,2,Kärnten,34421,749,32020,83.0,14,1022572,253451,769121,1236.0,-2.0,181.0,14644.012944983819
2021-04-02,3,Niederösterreich,95216,1563,84443,438.0,121,5559735,1448714,4111021,12038.0,-27.0,674.0,5598.936700448579
2021-04-02,4,Oberösterreich,100369,1610,94477,282.0,66,3492403,624352,2868051,2488.0,-41.0,381.0,15313.504823151125
2021-04-02,5,Salzburg,44089,541,41019,114.0,20,1461084,325658,1135426,1507.0,-2.0,200.0,13271.400132714001
2021-04-02,6,Steiermark,66902,1871,60966,330.0,53,2974104,599886,2374218,1789.0,4.0,307.0,17160.424818334264
2021-04-02,7,Tirol,54847,597,51589,146.0,30,2432393,729771,1702622,5614.0,-7.0,225.0,4007.8375489846812
2021-04-02,8,Vorarlberg,25566,282,24485,26.0,1,1377060,199918,1177142,855.0,2.0,96.0,11228.070175438597
2021-04-02,9,Wien,118342,1934,105980,697.0,206,5081347,2377323,2704024,33287.0,-28.0,1114.0,3346.651846066032
2021-04-02,10,Österreich,556012,9434,509550,2197.0,531,24402915,6745518,17657397,59718.0,-97.0,3283.0,5497.504939884122
2021-04-03,1,Burgenland,16330,288,14689,75.0,20,1008849,187349,821500,904.0,-6.0,70.0,7743.362831858407
2021-04-03,2,Kärnten,34602,749,32177,82.0,13,1023272,254140,769132,689.0,-1.0,181.0,26269.956458635705
2021-04-03,3,Niederösterreich,95977,1570,85291,453.0,121,5627205,1459284,4167921,10570.0,15.0,761.0,7199.621570482497
2021-04-03,4,Oberösterreich,100794,1615,94980,296.0,71,3528840,626331,2902509,1979.0,14.0,425.0,21475.492673067205
2021-04-03,5,Salzburg,44205,541,41220,110.0,20,1475805,326547,1149258,889.0,-4.0,116.0,13048.368953880765
2021-04-03,6,Steiermark,67305,1870,61277,311.0,55,2994313,602646,2391667,2760.0,-19.0,403.0,14601.449275362318
2021-04-03,7,Tirol,55041,597,51857,147.0,28,2452467,736297,1716170,6526.0,1.0,194.0,2972.7244866687097
2021-04-03,8,Vorarlberg,25631,282,24524,28.0,3,1404146,200514,1203632,596.0,2.0,65.0,10906.040268456376
2021-04-03,9,Wien,118870,1937,106627,711.0,223,5132574,2407832,2724742,30509.0,14.0,528.0,1730.6368612540562
2021-04-03,10,Österreich,558755,9449,512642,2213.0,554,24647471,6800940,17846531,55422.0,16.0,2743.0,4949.298112662841
2021-04-04,1,Burgenland,16397,289,14796,82.0,21,1013451,188113,825338,764.0,7.0,67.0,8769.633507853403
2021-04-04,2,Kärnten,34727,750,32353,90.0,13,1023928,254782,769146,642.0,8.0,125.0,19470.404984423676
2021-04-04,3,Niederösterreich,96520,1574,85977,470.0,123,5667003,1468744,4198259,9460.0,17.0,543.0,5739.957716701902
2021-04-04,4,Oberösterreich,101188,1622,95566,315.0,70,3554759,628066,2926693,1735.0,19.0,394.0,22708.93371757925
2021-04-04,5,Salzburg,44302,542,41386,105.0,20,1477274,327327,1149947,780.0,-5.0,97.0,12435.897435897436
2021-04-04,6,Steiermark,67549,1873,61654,326.0,60,2995783,604116,2391667,1470.0,15.0,244.0,16598.63945578231
2021-04-04,7,Tirol,55211,597,52060,150.0,30,2470439,740979,1729460,4682.0,3.0,170.0,3630.926954293037
2021-04-04,8,Vorarlberg,25657,282,24574,28.0,3,1407607,200919,1206688,405.0,0.0,26.0,6419.753086419753
2021-04-04,9,Wien,119421,1953,107718,746.0,224,5169561,2427382,2742179,19550.0,35.0,551.0,2818.4143222506395
